foc_kplus,foc_lambd,foc_TATplus,foc_MATplus,foc_MUOplus,foc_MLOplus,foc_TOCplus
1.081e-04,5.388e-05,2.400e-04,1.388e-04,1.040e-04,2.319e-05,2.778e-05
1.068e-04,5.078e-05,2.193e-04,9.680e-05,1.335e-04,3.409e-05,1.669e-06
1.135e-04,4.673e-05,2.288e-04,9.584e-05,1.259e-04,3.701e-05,2.384e-07
1.203e-04,4.315e-05,2.393e-04,9.727e-05,1.187e-04,3.898e-05,7.153e-07
1.268e-04,3.791e-05,2.505e-04,9.918e-05,1.116e-04,4.148e-05,3.576e-07
1.333e-04,3.338e-05,2.607e-04,1.006e-04,1.025e-04,4.375e-05,3.576e-07
1.395e-04,2.789e-05,2.718e-04,1.030e-04,9.537e-05,4.613e-05,5.960e-07
1.465e-04,2.360e-05,2.821e-04,1.040e-04,8.726e-05,4.852e-05,1.192e-06
1.526e-04,1.860e-05,2.926e-04,1.059e-04,7.868e-05,5.072e-05,9.537e-07
1.594e-04,1.407e-05,3.029e-04,1.092e-04,7.057e-05,5.317e-05,9.537e-07
1.659e-04,9.537e-06,3.133e-04,1.111e-04,6.390e-05,5.537e-05,1.431e-06
1.680e-04,4.053e-06,3.189e-04,1.001e-04,6.056e-05,5.239e-05,1.550e-06
1.758e-04,6.199e-06,3.278e-04,9.489e-05,5.770e-05,5.037e-05,1.311e-06
1.875e-04,1.144e-05,3.393e-04,9.441e-05,5.245e-05,5.317e-05,5.960e-07
1.963e-04,1.287e-05,3.510e-04,9.584e-05,4.530e-05,5.513e-05,8.345e-07
2.055e-04,1.264e-05,3.625e-04,9.727e-05,3.958e-05,5.764e-05,1.550e-06
2.142e-04,1.216e-05,3.746e-04,9.966e-05,3.290e-05,5.984e-05,2.027e-06
2.247e-04,1.121e-05,3.847e-04,9.727e-05,3.147e-05,6.133e-05,2.384e-07
2.339e-04,1.121e-05,3.963e-04,9.584e-05,2.670e-05,6.318e-05,2.384e-07
2.422e-04,1.168e-05,4.091e-04,9.871e-05,1.955e-05,6.551e-05,1.192e-06
2.502e-04,1.168e-05,4.217e-04,9.775e-05,1.097e-05,6.825e-05,1.788e-06
2.580e-04,1.216e-05,4.340e-04,9.966e-05,4.768e-06,7.033e-05,2.384e-06
2.669e-04,1.240e-05,4.468e-04,1.011e-04,3.815e-06,7.290e-05,3.815e-06
2.744e-04,1.192e-05,4.584e-04,1.020e-04,1.144e-05,7.534e-05,4.411e-06
2.828e-04,1.311e-05,4.709e-04,1.035e-04,1.860e-05,7.790e-05,5.484e-06
2.908e-04,1.287e-05,4.835e-04,1.035e-04,2.623e-05,7.987e-05,5.960e-06
2.985e-04,1.264e-05,4.953e-04,1.063e-04,3.386e-05,8.279e-05,7.272e-06
3.065e-04,1.335e-05,5.078e-04,1.063e-04,4.148e-05,8.506e-05,7.510e-06
3.151e-04,1.431e-05,5.193e-04,1.101e-04,4.911e-05,8.732e-05,8.225e-06
3.231e-04,1.550e-05,5.313e-04,1.121e-04,5.579e-05,8.970e-05,9.179e-06
3.314e-04,1.526e-05,5.433e-04,1.154e-04,6.437e-05,9.191e-05,9.894e-06
3.430e-04,1.621e-05,5.523e-04,1.187e-04,7.343e-05,9.602e-05,1.276e-05
3.405e-04,2.384e-07,5.564e-04,1.259e-04,1.025e-04,1.155e-04,2.944e-05
3.300e-04,4.673e-05,5.718e-04,1.273e-04,1.101e-04,1.182e-04,2.754e-05
3.253e-04,8.035e-05,5.857e-04,1.287e-04,1.178e-04,1.208e-04,2.706e-05
3.245e-04,1.059e-04,5.985e-04,1.292e-04,1.240e-04,1.227e-04,2.694e-05
3.247e-04,1.271e-04,6.110e-04,1.311e-04,1.287e-04,1.251e-04,2.801e-05
3.263e-04,1.457e-04,6.226e-04,1.326e-04,1.349e-04,1.269e-04,2.861e-05
3.290e-04,1.626e-04,6.342e-04,1.345e-04,1.397e-04,1.289e-04,2.885e-05
3.414e-04,1.781e-04,6.327e-04,1.302e-04,1.426e-04,1.231e-04,3.803e-05
3.397e-04,2.115e-04,6.435e-04,1.254e-04,1.488e-04,1.229e-04,4.160e-05
3.498e-04,2.449e-04,6.658e-04,1.173e-04,1.535e-04,1.287e-04,5.066e-05
3.207e-05,9.704e-04,1.933e-05,1.440e-04,2.604e-04,6.509e-05,1.073e-05
5.364e-06,8.643e-04,1.406e-05,2.005e-04,2.756e-04,5.499e-05,2.652e-05
8.106e-05,6.936e-04,1.590e-05,6.509e-05,2.441e-04,4.956e-05,2.566e-05
4.065e-05,5.703e-04,2.772e-05,1.905e-04,6.008e-05,2.643e-05,8.345e-06
7.701e-05,4.203e-04,4.726e-05,3.719e-05,2.642e-04,7.644e-05,3.833e-05
1.729e-05,2.015e-04,3.629e-05,1.764e-05,2.704e-04,2.348e-04,1.603e-05
4.709e-05,2.084e-04,4.292e-05,1.764e-04,1.214e-04,7.901e-05,7.787e-05
6.437e-05,4.768e-07,1.213e-04,2.995e-04,1.564e-04,3.782e-05,2.611e-05
1.476e-04,2.956e-05,2.550e-05,4.284e-04,2.010e-04,9.656e-06,1.371e-05
1.078e-04,1.311e-05,6.309e-05,2.522e-04,1.016e-04,7.185e-05,1.027e-04
1.200e-04,2.956e-05,6.776e-05,3.083e-04,6.485e-05,2.328e-05,4.309e-05
2.480e-05,6.294e-05,9.823e-05,1.657e-04,3.362e-05,9.260e-05,4.479e-05
1.302e-04,1.836e-05,1.559e-05,1.662e-04,2.217e-05,2.497e-05,1.892e-05
1.010e-04,9.608e-05,6.631e-05,2.308e-04,6.080e-05,2.101e-05,8.404e-05
7.522e-05,1.519e-04,3.785e-06,2.975e-04,1.726e-04,1.568e-05,8.661e-05
6.902e-05,1.540e-04,1.789e-05,2.627e-04,2.148e-04,4.917e-05,2.503e-05
3.886e-05,1.361e-04,3.214e-05,3.083e-04,1.261e-04,5.540e-05,9.835e-07
3.791e-05,1.533e-04,8.918e-06,2.813e-04,1.347e-04,3.827e-05,7.746e-05
3.207e-05,5.841e-05,1.491e-05,2.804e-04,1.541e-04,5.722e-06,8.035e-05
9.334e-05,7.510e-05,1.281e-05,1.917e-04,1.322e-04,3.889e-05,5.123e-05
1.603e-04,3.695e-05,5.886e-05,2.499e-04,1.241e-04,3.451e-05,3.558e-05
1.477e-04,1.149e-04,6.169e-06,2.160e-04,8.750e-05,1.669e-06,7.138e-05
8.750e-05,9.823e-05,1.335e-04,2.646e-04,8.929e-05,6.452e-05,3.409e-05
7.296e-05,1.092e-04,9.327e-05,3.150e-04,1.285e-04,4.128e-05,3.028e-05
8.404e-05,1.400e-04,6.948e-05,2.067e-04,1.550e-05,3.567e-05,2.396e-05
1.636e-04,8.559e-05,7.742e-05,2.401e-04,9.561e-05,1.937e-06,2.408e-05
1.705e-04,8.631e-05,4.751e-05,2.525e-04,9.871e-05,5.692e-06,3.129e-05
4.709e-05,1.631e-04,7.131e-05,1.712e-04,1.054e-04,7.689e-06,5.031e-05
6.831e-05,1.945e-04,5.636e-05,1.729e-04,1.411e-04,1.729e-05,4.685e-05
1.073e-04,2.294e-04,4.136e-05,1.957e-04,1.004e-04,1.148e-04,4.703e-05
6.044e-05,2.177e-04,4.172e-06,1.178e-04,1.254e-04,2.602e-05,4.560e-05
5.746e-05,2.291e-04,7.325e-05,1.884e-04,1.934e-04,9.149e-06,6.908e-05
4.911e-05,2.558e-04,2.161e-05,3.622e-04,1.643e-04,6.369e-05,6.819e-05
2.658e-05,2.389e-04,6.400e-06,2.892e-04,5.937e-05,3.672e-05,6.539e-05
5.770e-05,1.764e-04,3.207e-05,2.384e-04,9.203e-05,7.391e-06,3.511e-05
1.334e-04,1.764e-04,9.750e-05,1.264e-04,9.441e-05,3.368e-06,2.241e-05
7.892e-05,8.178e-05,7.352e-05,2.437e-04,2.670e-05,1.183e-05,6.461e-05
2.956e-05,5.484e-05,3.736e-05,2.289e-04,1.383e-05,2.664e-05,6.473e-05
5.257e-05,5.007e-06,1.028e-04,1.643e-04,7.081e-05,1.535e-05,3.552e-05
7.176e-05,7.629e-05,1.154e-04,2.067e-04,1.192e-04,9.462e-05,7.313e-05
2.825e-05,5.603e-05,3.675e-05,1.826e-04,6.819e-05,1.922e-05,3.576e-05
9.143e-05,2.360e-05,3.093e-05,2.682e-04,1.280e-04,3.901e-05,9.078e-05
4.649e-05,2.384e-06,3.365e-05,2.203e-04,4.983e-05,3.389e-05,5.752e-05
3.266e-05,1.860e-05,3.546e-05,1.526e-04,6.819e-05,1.556e-05,1.711e-05
1.454e-05,3.505e-05,7.927e-06,1.235e-04,4.482e-05,1.541e-05,6.223e-05
1.907e-05,1.955e-05,4.108e-05,1.423e-04,7.153e-05,2.730e-05,6.580e-05
2.503e-05,2.146e-06,1.675e-05,7.868e-05,1.335e-05,7.281e-05,6.956e-05
1.109e-05,1.884e-05,2.488e-06,1.163e-04,3.815e-06,7.424e-05,1.210e-05
1.466e-05,7.391e-06,2.272e-05,1.998e-04,6.747e-05,5.084e-05,4.256e-05
2.420e-05,1.693e-05,2.891e-06,1.087e-04,1.192e-06,8.196e-06,5.370e-05
5.734e-05,4.125e-05,1.253e-05,1.178e-04,4.935e-05,3.621e-05,8.041e-05
3.684e-05,1.311e-05,6.545e-05,1.085e-04,6.390e-05,1.174e-05,3.260e-05
8.523e-05,6.938e-05,3.935e-05,9.179e-05,6.914e-05,5.236e-05,5.007e-06
1.800e-05,2.289e-05,4.032e-05,1.040e-04,5.913e-05,3.734e-05,4.214e-05
9.775e-06,9.823e-05,2.854e-05,1.183e-04,1.574e-05,8.371e-05,3.010e-05
6.807e-05,4.458e-05,3.453e-05,1.779e-04,8.702e-05,2.065e-05,3.588e-05
4.506e-05,2.551e-05,2.614e-05,1.657e-04,1.233e-04,6.050e-06,2.325e-06
7.749e-05,4.601e-05,5.960e-07,1.669e-04,1.044e-04,1.675e-05,4.226e-05
3.767e-05,2.575e-05,1.666e-05,1.493e-04,4.745e-05,2.107e-05,3.779e-05
6.473e-05,4.411e-05,8.717e-06,1.726e-04,8.821e-05,3.591e-05,4.691e-05
8.702e-05,5.007e-06,8.970e-06,1.235e-04,8.202e-05,4.575e-05,4.011e-05
6.855e-05,2.623e-05,1.372e-05,1.376e-04,5.770e-05,6.878e-05,3.642e-05
7.927e-05,5.507e-05,3.420e-05,8.106e-05,7.176e-05,7.600e-05,6.896e-05
4.470e-05,3.958e-05,1.135e-04,6.080e-05,4.387e-05,2.337e-05,9.871e-05
1.431e-05,1.073e-05,1.170e-04,9.918e-05,7.510e-05,3.451e-05,3.266e-05
4.089e-05,6.390e-05,3.533e-05,1.268e-04,1.290e-04,5.937e-05,2.801e-05
2.551e-05,3.028e-05,6.482e-05,7.558e-05,1.240e-04,1.830e-05,7.385e-05
3.171e-05,9.060e-06,2.971e-05,3.576e-06,1.018e-04,1.562e-05,1.663e-05
7.069e-05,4.339e-05,4.686e-05,5.913e-05,5.245e-05,4.840e-05,1.943e-05
1.199e-04,2.456e-05,2.384e-06,1.311e-05,3.791e-05,2.748e-05,8.106e-05
1.223e-04,3.767e-05,4.220e-05,1.154e-04,5.341e-05,8.196e-06,3.058e-05
7.892e-05,4.125e-05,7.270e-05,4.339e-05,2.265e-05,1.115e-05,1.431e-05
6.008e-05,8.583e-06,3.003e-05,8.631e-05,9.656e-05,4.533e-05,2.265e-05
4.947e-05,1.574e-05,7.847e-05,8.011e-05,7.629e-06,3.204e-05,1.866e-05
1.192e-06,1.194e-04,1.041e-04,7.510e-05,3.672e-05,4.059e-05,6.020e-06
5.007e-06,2.484e-04,9.716e-05,1.791e-04,1.628e-04,8.255e-06,4.399e-05
2.968e-05,3.095e-04,1.423e-05,1.633e-04,1.934e-04,3.278e-07,5.978e-05
7.486e-05,2.410e-04,6.837e-05,1.636e-04,8.678e-05,2.125e-05,2.044e-05
7.677e-05,2.182e-04,1.837e-05,1.810e-04,5.221e-05,1.714e-05,4.029e-05
5.853e-05,2.546e-04,1.112e-05,1.655e-04,5.484e-06,8.526e-05,7.743e-05
2.933e-05,2.325e-04,3.774e-05,1.221e-04,4.601e-05,9.310e-05,4.452e-05
4.721e-05,1.650e-04,7.783e-05,1.359e-05,1.132e-04,2.423e-05,6.384e-05
1.212e-04,7.439e-05,1.696e-04,1.347e-04,8.678e-05,1.696e-05,1.572e-04
8.082e-05,7.677e-05,2.201e-04,1.059e-04,1.178e-04,2.614e-05,1.172e-04
1.227e-04,6.843e-05,1.879e-04,1.507e-04,1.574e-05,5.695e-05,7.141e-05
1.395e-04,5.150e-05,1.731e-04,1.493e-04,6.199e-06,5.952e-05,5.424e-05
9.346e-05,1.717e-05,1.753e-04,4.745e-05,3.004e-05,8.607e-05,2.140e-05
5.925e-05,5.960e-06,1.609e-04,2.003e-05,3.386e-05,4.160e-05,2.247e-05
1.038e-04,4.482e-05,4.515e-06,4.768e-05,1.502e-05,9.960e-05,5.871e-05
1.049e-04,6.604e-05,2.466e-05,7.010e-05,3.338e-06,7.004e-05,4.929e-05
6.616e-05,1.092e-04,5.381e-05,6.747e-05,2.384e-06,5.290e-05,1.943e-05
8.810e-05,6.437e-05,1.106e-04,4.530e-05,3.576e-05,3.248e-06,4.101e-05
8.726e-05,1.073e-05,1.530e-04,0.000e+00,8.368e-05,4.542e-05,7.755e-05
3.958e-05,1.240e-05,1.271e-04,2.956e-05,7.319e-05,4.449e-05,3.082e-05
4.768e-05,9.060e-06,3.971e-05,2.980e-05,8.392e-05,2.491e-05,6.485e-05
1.943e-05,4.935e-05,3.906e-05,7.844e-05,1.056e-04,1.487e-05,6.175e-05
9.656e-06,8.988e-05,3.579e-05,8.583e-05,6.461e-05,1.395e-05,5.555e-05
2.909e-05,8.440e-05,5.293e-05,6.127e-05,5.841e-05,2.658e-05,5.049e-05
3.695e-05,1.812e-05,6.436e-05,3.338e-06,7.486e-05,2.688e-05,4.596e-05
1.633e-05,3.791e-05,1.252e-06,3.123e-05,9.775e-06,4.840e-05,5.645e-05
5.734e-05,6.318e-05,2.018e-05,7.629e-06,3.266e-05,1.872e-05,7.588e-05
1.068e-04,5.865e-05,3.345e-05,3.004e-05,7.915e-05,4.262e-05,9.203e-05
1.153e-04,6.270e-05,2.381e-05,2.670e-05,4.482e-05,3.767e-05,1.681e-05
3.827e-05,7.176e-05,3.172e-05,6.437e-06,3.672e-05,2.801e-06,4.679e-05
9.298e-05,2.742e-05,4.879e-05,5.102e-05,3.600e-05,6.589e-05,8.166e-05
2.873e-05,5.245e-06,6.273e-05,7.915e-05,1.645e-05,9.432e-05,2.605e-05
5.317e-05,1.192e-06,1.541e-05,1.335e-05,7.343e-05,8.258e-05,2.378e-05
7.808e-05,1.907e-06,3.770e-06,1.502e-05,1.230e-04,1.082e-05,4.035e-05
2.623e-05,5.245e-06,3.144e-06,4.530e-06,8.225e-05,1.615e-05,4.166e-05
2.372e-05,2.837e-05,1.878e-06,7.987e-05,1.407e-05,6.020e-05,4.280e-05
1.514e-05,4.697e-05,7.182e-06,6.461e-05,5.603e-05,2.789e-05,4.572e-05
1.836e-05,4.458e-05,5.439e-06,1.180e-04,5.388e-05,1.323e-05,3.570e-05
4.327e-05,4.554e-05,2.286e-05,1.063e-04,4.959e-05,1.952e-05,3.338e-06
1.020e-04,1.235e-04,2.596e-05,5.317e-05,7.558e-05,2.998e-05,4.768e-06
6.986e-05,1.822e-04,2.131e-05,4.172e-05,5.078e-05,1.097e-05,1.162e-05
7.963e-05,1.953e-04,5.229e-05,4.673e-05,2.789e-05,9.745e-06,1.442e-05
1.776e-05,1.414e-04,3.363e-05,6.700e-05,1.287e-05,1.090e-04,5.478e-05
4.017e-05,1.702e-04,2.253e-05,5.841e-05,2.265e-05,9.704e-05,1.209e-04
6.652e-05,1.686e-04,2.536e-05,3.171e-05,4.005e-05,2.190e-05,1.081e-04
4.339e-05,1.795e-04,7.197e-06,6.866e-05,1.431e-04,6.384e-05,3.123e-05
5.698e-05,8.750e-05,4.247e-06,1.192e-06,5.770e-05,6.419e-05,7.147e-05
5.531e-05,6.962e-05,3.502e-06,5.960e-06,2.956e-05,1.049e-05,8.100e-05
1.136e-04,6.771e-05,5.108e-05,3.576e-06,3.362e-05,3.290e-05,2.921e-06
1.118e-04,7.629e-05,6.963e-05,3.695e-05,7.153e-06,4.083e-05,6.366e-05
9.894e-05,5.651e-05,4.505e-05,2.623e-06,6.890e-05,2.787e-05,5.573e-05
6.473e-05,2.384e-05,3.579e-05,2.599e-05,6.652e-05,5.275e-05,6.449e-05
3.707e-05,1.621e-05,3.035e-05,6.437e-05,4.387e-05,8.106e-05,7.528e-05
5.233e-05,2.956e-05,3.806e-05,4.220e-05,6.676e-05,6.455e-05,6.276e-05
5.412e-05,5.174e-05,4.518e-05,5.603e-05,6.652e-05,4.685e-05,4.727e-05
5.603e-05,9.704e-05,3.168e-05,2.813e-05,1.016e-04,3.654e-05,1.526e-05
4.339e-05,7.558e-05,7.969e-05,3.600e-05,4.864e-05,5.630e-05,1.085e-05
5.329e-05,7.820e-05,1.053e-04,5.841e-05,3.147e-05,5.955e-05,1.615e-05
7.153e-06,8.893e-05,1.032e-04,2.146e-05,5.865e-05,5.060e-05,1.544e-05
2.730e-05,8.512e-05,9.191e-05,1.693e-05,4.268e-05,9.117e-05,1.651e-05
1.299e-05,6.056e-05,8.669e-05,4.005e-05,5.770e-05,4.998e-05,6.616e-06
1.609e-05,8.035e-05,8.500e-05,3.052e-05,3.052e-05,4.172e-05,2.605e-05
5.388e-05,1.099e-04,6.533e-05,2.551e-05,3.433e-05,2.494e-05,5.841e-06
2.360e-05,1.082e-04,3.552e-05,1.454e-05,3.481e-05,4.381e-06,9.000e-06
4.005e-05,1.090e-04,3.874e-07,7.820e-05,2.551e-05,2.712e-06,5.841e-06
7.272e-06,1.323e-04,3.812e-05,5.388e-05,8.106e-06,2.903e-05,1.073e-05
7.272e-06,9.751e-05,4.658e-05,3.195e-05,2.670e-05,4.014e-05,1.192e-05
4.053e-05,6.366e-05,5.114e-05,1.502e-05,5.388e-05,3.779e-05,1.597e-05
5.162e-05,4.411e-05,1.988e-05,2.360e-05,4.125e-05,1.106e-05,6.258e-05
3.481e-05,2.575e-05,1.281e-05,1.645e-05,1.428e-04,4.065e-05,4.888e-05
1.884e-05,5.174e-05,4.184e-05,4.339e-05,1.557e-04,1.011e-04,7.498e-05
8.345e-07,7.701e-05,3.418e-05,6.676e-05,1.004e-04,8.538e-05,7.212e-05
2.670e-05,9.871e-05,5.862e-05,4.530e-06,3.266e-05,6.020e-06,1.119e-04
3.397e-05,1.204e-04,7.311e-05,5.269e-05,3.171e-05,1.165e-05,1.062e-04
8.166e-05,1.600e-04,1.188e-04,6.843e-05,6.771e-05,2.325e-05,7.701e-05
1.237e-04,1.643e-04,1.843e-04,5.674e-05,7.749e-05,9.179e-05,2.742e-05
6.008e-05,1.192e-04,1.558e-04,4.029e-05,9.775e-05,8.327e-05,2.825e-05
1.478e-05,8.059e-05,7.331e-05,4.077e-05,1.001e-04,9.945e-05,5.794e-05
8.333e-05,4.721e-05,5.832e-05,7.296e-05,8.154e-05,1.053e-04,7.057e-05
1.490e-04,8.392e-05,7.045e-05,5.817e-05,3.433e-05,9.006e-05,8.333e-05
1.239e-04,1.416e-04,8.550e-05,5.388e-05,3.505e-05,3.973e-05,5.686e-05
9.751e-05,1.228e-04,1.184e-04,5.436e-05,2.122e-05,1.729e-06,2.754e-05
4.458e-05,7.319e-05,1.200e-04,1.907e-05,4.697e-05,1.010e-05,2.539e-05
7.153e-07,4.530e-05,1.085e-04,2.885e-05,6.866e-05,1.463e-05,2.408e-05
7.391e-06,3.481e-05,1.159e-04,3.123e-05,1.068e-04,2.998e-05,1.478e-05
2.658e-05,5.555e-05,1.220e-04,9.060e-06,4.840e-05,4.673e-05,3.934e-06
1.097e-05,3.028e-05,1.364e-04,6.199e-06,4.697e-05,3.383e-05,5.722e-06
2.122e-05,5.722e-06,1.283e-04,4.101e-05,9.060e-05,4.265e-05,7.033e-06
6.950e-05,9.298e-06,1.178e-04,1.144e-05,6.175e-05,1.076e-05,2.742e-05
9.871e-05,1.431e-06,8.968e-05,4.840e-05,6.461e-05,2.426e-05,1.383e-05
6.294e-05,9.298e-06,7.448e-05,2.384e-05,9.871e-05,2.763e-05,1.574e-05
4.447e-05,2.694e-05,8.425e-05,2.861e-06,9.847e-05,1.591e-05,3.099e-06
1.144e-05,1.287e-05,1.158e-04,6.604e-05,8.202e-05,1.743e-05,6.318e-06
1.860e-05,4.363e-05,1.175e-04,7.439e-05,5.698e-05,6.482e-05,9.537e-06
2.444e-05,3.934e-05,1.147e-04,5.722e-05,5.221e-05,8.944e-05,1.192e-05
2.754e-05,2.885e-05,9.266e-05,1.764e-05,8.440e-05,5.189e-05,1.287e-05
1.681e-05,2.313e-05,7.173e-05,1.311e-05,5.746e-05,1.130e-05,1.788e-05
3.433e-05,2.909e-05,8.291e-05,1.717e-05,1.144e-05,3.466e-05,1.037e-05
3.219e-06,2.098e-05,8.377e-05,5.960e-05,4.888e-05,4.256e-05,1.037e-05
9.060e-06,5.007e-06,6.345e-05,3.743e-05,4.482e-05,4.229e-05,8.345e-06
9.179e-06,5.484e-06,7.418e-05,3.099e-05,3.910e-05,5.937e-05,1.955e-05
4.888e-05,1.645e-05,7.349e-05,6.104e-05,6.032e-05,5.600e-05,3.815e-06
3.254e-05,5.722e-06,7.612e-05,5.293e-05,4.363e-05,2.068e-05,7.391e-06
3.898e-05,1.431e-05,6.846e-05,6.080e-05,1.054e-04,7.421e-06,1.669e-06
4.816e-05,4.125e-05,8.398e-05,2.503e-05,9.775e-05,3.636e-06,6.080e-06
3.147e-05,5.794e-05,9.352e-05,5.960e-05,1.085e-04,3.657e-05,2.003e-05
2.956e-05,1.431e-06,8.968e-05,1.740e-05,4.649e-05,4.894e-05,1.991e-05
1.991e-05,4.292e-05,8.625e-05,1.073e-05,7.153e-07,7.436e-05,1.204e-05
4.303e-05,2.766e-05,8.166e-05,2.027e-05,4.363e-05,7.826e-05,6.914e-06
8.345e-06,1.884e-05,4.473e-05,1.550e-05,4.292e-06,2.804e-05,4.113e-05
1.121e-05,1.049e-05,4.143e-05,1.454e-05,2.384e-06,1.374e-05,4.876e-05
2.980e-05,3.982e-05,4.414e-05,5.341e-05,1.192e-05,8.047e-06,8.917e-05
2.348e-05,7.915e-05,5.880e-05,3.648e-05,9.537e-06,5.126e-06,7.141e-05
1.550e-06,1.025e-04,7.471e-05,3.004e-05,2.480e-05,1.985e-05,5.007e-05
3.433e-05,1.125e-04,8.464e-05,1.717e-05,7.272e-05,2.730e-05,4.470e-05
5.805e-05,1.111e-04,9.310e-05,6.700e-05,1.237e-04,3.478e-05,3.803e-05
4.745e-05,1.042e-04,8.655e-05,4.029e-05,9.322e-05,2.152e-05,1.907e-05
4.232e-05,8.035e-05,9.018e-05,1.032e-04,7.033e-05,1.013e-05,1.931e-05
5.686e-05,6.151e-05,1.036e-04,3.147e-05,1.061e-04,1.797e-05,1.061e-05
6.640e-05,4.077e-05,1.180e-04,3.672e-05,1.404e-04,2.468e-05,7.153e-07
4.184e-05,2.265e-05,2.038e-04,6.843e-05,9.346e-05,2.819e-05,6.378e-05
6.950e-05,4.745e-05,1.978e-04,2.551e-05,1.137e-04,1.958e-05,6.139e-05
2.944e-05,6.223e-05,1.672e-04,1.454e-05,8.845e-05,3.034e-05,2.015e-05
1.526e-05,3.505e-05,1.633e-04,2.193e-05,9.060e-05,2.977e-05,5.722e-06
4.172e-06,1.907e-06,1.605e-04,7.963e-05,6.890e-05,5.490e-05,1.788e-05
2.265e-05,2.170e-05,1.828e-04,9.298e-05,4.005e-05,5.132e-05,2.170e-05
3.445e-05,1.121e-05,1.837e-04,1.140e-04,5.817e-05,4.908e-05,2.372e-05
7.391e-06,7.868e-06,2.010e-04,5.054e-05,3.576e-06,6.115e-05,3.588e-05
3.159e-05,1.907e-06,2.106e-04,4.911e-05,1.669e-05,3.648e-05,4.041e-05
3.946e-05,6.437e-06,2.040e-04,6.127e-05,5.841e-05,3.064e-05,3.433e-05
1.895e-05,3.815e-06,1.821e-04,2.718e-05,5.913e-05,5.797e-05,1.931e-05
7.510e-06,1.025e-05,1.697e-04,1.884e-05,5.031e-05,6.774e-05,8.106e-06
5.484e-06,2.933e-05,1.735e-04,1.907e-05,6.008e-05,5.960e-05,5.960e-07
1.192e-07,5.627e-05,1.640e-04,4.435e-05,9.656e-05,4.780e-05,5.364e-06
1.264e-05,8.464e-05,1.464e-04,5.126e-05,1.042e-04,3.001e-05,8.345e-06
7.629e-05,1.316e-04,9.713e-05,8.583e-06,3.433e-05,1.323e-05,1.061e-05
1.016e-04,2.482e-04,8.735e-05,1.121e-05,7.439e-05,1.660e-05,1.240e-05
1.082e-04,2.615e-04,6.747e-05,4.506e-05,7.248e-05,6.750e-05,3.111e-05
3.922e-05,1.423e-04,8.172e-05,1.121e-05,8.917e-05,6.190e-05,3.314e-05
1.550e-06,6.723e-05,9.218e-05,1.669e-06,8.678e-05,3.844e-05,1.979e-05
1.907e-06,1.740e-05,9.826e-05,1.292e-04,3.457e-05,4.473e-05,6.151e-05
2.539e-05,9.060e-06,1.112e-04,6.986e-05,2.146e-06,5.084e-05,5.388e-05
4.184e-05,2.694e-05,1.224e-04,1.073e-05,2.956e-05,5.585e-05,4.578e-05
3.099e-05,4.077e-05,1.508e-04,1.478e-05,2.432e-05,5.129e-05,4.137e-05
1.109e-05,4.578e-05,1.997e-04,1.407e-05,3.076e-05,3.201e-05,4.363e-05
5.174e-05,3.576e-05,1.968e-04,3.576e-06,3.767e-05,2.739e-05,6.306e-05
6.449e-05,1.955e-05,1.944e-04,3.004e-05,1.025e-05,2.348e-05,5.949e-05
9.096e-05,6.890e-05,1.800e-04,3.409e-05,2.456e-05,3.964e-06,4.959e-05
4.709e-05,8.559e-05,2.249e-04,1.979e-05,5.484e-06,4.983e-05,5.114e-05
5.174e-05,4.911e-05,1.845e-04,5.388e-05,5.507e-05,5.654e-05,2.456e-05
2.253e-05,2.599e-05,1.914e-04,1.550e-05,1.264e-05,4.947e-05,2.646e-05
2.980e-06,1.550e-05,1.972e-04,2.241e-05,3.052e-05,4.300e-05,2.909e-05
6.199e-06,1.240e-05,2.033e-04,5.269e-05,7.033e-05,3.380e-05,3.231e-05
2.432e-05,9.537e-06,2.197e-04,1.240e-05,4.053e-05,8.047e-07,3.302e-05
3.898e-05,3.338e-05,2.247e-04,7.319e-05,2.980e-05,4.452e-05,3.076e-05
6.843e-05,2.623e-05,1.866e-04,1.097e-04,2.551e-05,9.468e-05,1.252e-05
1.049e-05,3.099e-05,2.306e-04,1.378e-04,1.502e-05,8.133e-05,2.730e-05
4.113e-05,3.624e-05,2.387e-04,2.127e-04,1.431e-05,7.293e-05,4.292e-06
3.600e-05,5.484e-05,2.396e-04,1.652e-04,3.386e-05,6.622e-05,6.676e-06
3.481e-05,7.582e-05,2.480e-04,1.271e-04,5.484e-05,4.375e-05,9.179e-06
1.919e-05,5.698e-05,2.555e-04,1.004e-04,7.153e-05,1.770e-05,9.418e-06
1.097e-05,1.431e-06,2.492e-04,6.366e-05,8.321e-05,1.186e-05,7.868e-06
2.730e-05,4.268e-05,2.424e-04,2.933e-05,9.513e-05,6.795e-06,5.007e-06
5.007e-06,7.439e-05,2.425e-04,5.579e-05,4.268e-05,9.835e-06,3.552e-05
7.617e-05,8.559e-05,2.338e-04,7.367e-05,5.293e-05,5.352e-05,2.372e-05
9.763e-05,4.673e-05,2.239e-04,5.245e-05,3.099e-05,6.473e-05,5.484e-06
8.774e-05,4.363e-05,2.182e-04,2.480e-05,1.359e-05,6.461e-05,3.219e-06
7.010e-05,4.077e-05,2.183e-04,9.298e-06,1.168e-05,5.865e-05,3.219e-06
